PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallZAmb4
1,2026-01-30,15:47:15,1,1,"Ahern, Garrett",821903,Right,GRA_CAN,"Sanders, Troy",702974,Right,GRA_CAN,Undefined,1,Top,0,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,NA,90.62088,-1.743982,-6.730495,1899.233776,244.403939,02:15:00,5.38528,2.99948,5.8512,-25.01623,9.26528,17.13048,1.66836,-1.85581,83.20874,-6.376515,-3.688415,0.421407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.45666,5.51485,-2.46004,50,5.22789,14.69746,-130.82115,-4.87091,-18.25351,25.71226,-22.54716,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20260130-BrazellField-Private-1,9fe0ab10-fe2d-11f0-8fae-ff45f50b8d2e,89.44429,NA,NA,7.41214,NA,NA,NA,NA,NA,NA,296dd021-e1ba-4166-a216-44c298becbac,2026-01-30,22:47:15,2026-01-30T22:47:15Z,2026-01-30T22:47:15Z,NA,v3,5310,5310,NA,"Perez, Jaime",1000122545,Right,GRA_CAN,c862425e-02ea-44e6-bdfd-75deb71efe28,54.64849,-131.73162,12.85613,5.38623,-4.07252,-11.27358,-2.99192,15.34382,-9.12676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,247.724421,-5.64924,1890.00952,0.995143,02:15:00,0.081337,-0.917455,-0.389437,50.909528,53.417968,60.405567,0.982565,131.641393,-0.123538,7.986644,0.123538,-0.138942,-0.982565,82.833778,79.285159,0.138942,0.138942,-131.641393,-79.285159,0.982565,-7.986644,-82.833778,-0.982565,-0.138942,0.123538,-0.123538
2,2026-01-30,15:47:30,1,2,"Ahern, Garrett",821903,Right,GRA_CAN,"Sanders, Troy",702974,Right,GRA_CAN,Undefined,1,Top,0,1,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,NA,90.74198,-0.595525,-6.671277,1979.754941,255.299144,02:30:00,5.34978,3.25803,5.90423,-28.11517,6.13303,19.16599,2.45026,-1.36565,82.83111,-5.801596,-3.263221,0.421202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.60548,3.64047,-2.73063,50,5.28554,14.4978,-131.02772,-2.35421,-20.21231,27.21479,-25.83371,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20260130-BrazellField-Private-1,a9443b90-fe2d-11f0-8fae-ff45f50b8d2e,89.48782,NA,NA,7.91086,NA,NA,NA,NA,NA,NA,296dd021-e1ba-4166-a216-44c298becbac,2026-01-30,22:47:30,2026-01-30T22:47:30Z,2026-01-30T22:47:30Z,NA,v3,5310,5310,NA,"Perez, Jaime",1000122545,Right,GRA_CAN,f3328762-e441-482a-a088-28971ef3d643,54.59562,-131.97879,13.6074,5.35204,-1.4514,-12.91685,-3.24963,15.20416,-10.10616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,246.000456,-2.880073,1977.254298,0.998737,02:15:00,0.01213,-0.911823,-0.410404,48.359981,63.858438,56.570449000000004,-0.981694,169.113068,-0.187036,-2.06156,0.187036,-0.035973,0.981694,79.213067,-79.020126,0.035973,-0.035973,-169.113068,79.020126,0.981694,2.06156,-79.213067,-0.981694,0.035973,0.187036,-0.187036
3,2026-01-30,15:47:46,1,3,"Ahern, Garrett",821903,Right,GRA_CAN,"Sanders, Troy",702974,Right,GRA_CAN,Undefined,1,Top,0,2,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,NA,90.28304,-1.390194,-6.012694,2148.713093,236.171526,01:45:00,5.36588,3.10835,5.8991,-21.92985,12.55875,17.10123,2.24041,-1.06903,82.55827,-5.492848,-2.967044,0.422677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.33749,7.13142,-2.63278,50,5.24085,13.00983,-130.49453,-3.89851,-17.88902,26.54282,-19.83312,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20260130-BrazellField-Private-1,b2774630-fe2d-11f0-8fae-ff45f50b8d2e,89.17541,NA,NA,7.72477,NA,NA,NA,NA,NA,NA,296dd021-e1ba-4166-a216-44c298becbac,2026-01-30,22:47:46,2026-01-30T22:47:46Z,2026-01-30T22:47:46Z,NA,v3,5310,5310,NA,"Perez, Jaime",1000122545,Right,GRA_CAN,da1291f6-fbff-49da-8404-d92b6f617992,54.60001,-131.42685,13.27141,5.36555,-3.20187,-9.91656,-3.10078,13.63819,-8.94451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,244.9886,-7.24394,2131.562693,0.992018,02:15:00,0.10312,-0.895667,-0.432605,43.243916,49.133471,51.150666,0.989593,142.970692,-0.114876,4.971334,0.114876,-0.086657,-0.989593,83.378517,81.726668,0.086657,0.086657,-142.970692,-81.726668,0.989593,-4.971334,-83.378517,-0.989593,-0.086657,0.114876,-0.114876
4,2026-01-30,15:48:03,1,4,"Ahern, Garrett",821903,Right,GRA_CAN,"Sanders, Troy",702974,Right,GRA_CAN,Undefined,1,Top,0,3,0,Sinker,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,NA,91.236,-0.744408,-6.41816,2155.540557,231.645386,01:45:00,5.38904,3.12767,5.85962,-20.09922,13.80906,16.07099,3.01812,-1.52089,83.19856,-4.519397,-3.56329,0.419106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.89934,7.5765,-2.61411,50,5.31655,14.11158,-131.75697,-2.37009,-17.44402,27.35739,-18.82322,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20260130-BrazellField-Private-1,bcddeed0-fe2d-11f0-8fae-ff45f50b8d2e,89.93526,NA,NA,8.03744,NA,NA,NA,NA,NA,NA,296dd021-e1ba-4166-a216-44c298becbac,2026-01-30,22:48:03,2026-01-30T22:48:03Z,2026-01-30T22:48:03Z,NA,v3,5310,5310,NA,"Perez, Jaime",1000122545,Right,GRA_CAN,acf8e292-20bc-451d-a3c1-6c437a3c9dcb,54.63856,-132.7166,13.67869,5.3881,-1.70981,-9.41161,-3.11984,14.72348,-8.72201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,242.364049,-5.20062,2146.667097,0.995883,02:00:00,0.04982,-0.881014,-0.47046,47.898157,50.480666,52.266411,0.991346,152.26423,-0.116189,3.502574,0.116189,-0.061093,-0.991346,83.315221,82.456886,0.061093,0.061093,-152.26423,-82.456886,0.991346,-3.502574,-83.315221,-0.991346,-0.061093,0.116189,-0.116189
5,2026-01-30,15:48:34,2,1,"Ahern, Garrett",821903,Right,GRA_CAN,"Charles, Max",807283,Left,GRA_CAN,Undefined,1,Top,0,0,0,Sinker,Sinker,InPlay,Undefined,LineDrive,Single,0,0,NA,89.36464,-1.718802,-5.309212,2046.327462,248.377225,02:15:00,5.28686,3.271,5.78638,-26.98868,8.36162,18.21824,1.43139,-0.16427,81.74836,-6.716394,-2.062208,0.427925,90.54876,12.133264,25.340704,2280.825881,96.78294,11.07147,52.27851,176.72795,175.37097,30.680785,1.586903,-10.82453,5.06674,-2.84379,50,5.12831,11.25011,-129.2886,-4.82528,-18.33436,26.7821,-23.59214,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20260130-BrazellField-Private-1,cf2ef570-fe2d-11f0-8fae-ff45f50b8d2e,88.08182,11.59559,NA,7.61628,NA,NA,NA,2.26382,1.53275,0.09212,296dd021-e1ba-4166-a216-44c298becbac,2026-01-30,22:48:34,2026-01-30T22:48:34Z,2026-01-30T22:48:34Z,LineDrive,v3,5310,5310,NA,"Perez, Jaime",1000122545,Right,GRA_CAN,291a75bb-af56-449b-901d-1aee8c37c9b6,54.71429,-130.2615,13.39105,5.28803,-3.96826,-11.79607,-3.26457,11.91613,-9.16718,270.555605,2.26382,117.34582,-18.83823,3.66493,-0.71604,0.07614,0.01963,-0.01271,0.00215,1.53275,27.91327,-20.61124,1.99479,-0.41641,0.10963,-0.03429,0.00948,-0.00126,0.09213,55.56878,2.08867,-1.26721,0.31529,0.01872,-0.06195,0.02661,-0.00414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,244.660467,-4.038744,2041.24572,0.997517,02:15:00,0.057519,-0.899025,-0.434103,62.109143,64.584565,71.858098,-0.988923,167.251752,-0.144768,-1.87695,0.144768,-0.032753,0.988923,81.67163,-81.464203,0.032753,-0.032753,-167.251752,81.464203,0.988923,1.87695,-81.67163,-0.988923,0.032753,0.144768,-0.144768
6,2026-01-30,15:49:14,3,1,"Ahern, Garrett",821903,Right,GRA_CAN,"Penzkover, Gunnar",830833,Right,GRA_CAN,Undefined,1,Top,0,0,0,Sweeper,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,76.62951,1.724682,-1.272484,2433.923907,85.960823,08:45:00,5.42158,3.31866,5.40122,-47.7814,0.70461,-11.18753,3.05679,1.19381,70.33243,-7.000538,-3.261289,0.501164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25437,0.34575,-3.19723,50,5.54193,2.90393,-111.21069,1.76759,6.57757,20.02382,-31.74123,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20260130-BrazellField-Private-1,e71127d0-fe2d-11f0-8fae-ff45f50b8d2e,75.20982,NA,NA,6.29708,NA,NA,NA,NA,NA,NA,296dd021-e1ba-4166-a216-44c298becbac,2026-01-30,22:49:14,2026-01-30T22:49:14Z,2026-01-30T22:49:14Z,NA,v3,5310,5310,NA,"Perez, Jaime",1000122545,Right,GRA_CAN,bcd8ad55-bf1b-4523-99b5-5d44a5f6055b,55.09791,-112.12482,10.01191,5.42816,3.21665,-15.87062,-3.32295,2.60365,3.28879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,52.099877,56.495274,1343.540041,0.552006,07:45:00,-0.81262,0.460477,0.357224,118.288766,11.906583,-16.351234,-0.041857,105.342937,-0.264364,-74.475103,0.264364,-0.963514,0.041857,8.997075,-2.398947,0.963514,-0.963514,-105.342937,2.398947,0.041857,74.475103,-8.997075,-0.041857,0.963514,0.264364,-0.264364
7,2026-01-30,15:49:35,3,2,"Ahern, Garrett",821903,Right,GRA_CAN,"Penzkover, Gunnar",830833,Right,GRA_CAN,Undefined,1,Top,0,0,1,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,89.59516,-0.34477,-5.868743,1996.545237,245.975961,02:15:00,5.40122,3.287,5.81716,-26.24289,8.94922,17.51576,2.89206,-0.72918,81.6803,-5.221986,-2.752654,0.426967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.50536,5.01032,-2.81524,50,5.35735,12.54973,-129.51586,-1.68236,-17.85619,26.8789,-23.65789,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20260130-BrazellField-Private-1,f33251b0-fe2d-11f0-8fae-ff45f50b8d2e,88.27957,NA,NA,7.91486,NA,NA,NA,NA,NA,NA,296dd021-e1ba-4166-a216-44c298becbac,2026-01-30,22:49:35,2026-01-30T22:49:35Z,2026-01-30T22:49:35Z,NA,v3,5310,5310,NA,"Perez, Jaime",1000122545,Right,GRA_CAN,d91f0f1f-6f1d-493c-b8f7-361d652d33e8,54.68145,-130.4838,13.43945,5.4026,-0.83041,-11.82894,-3.27875,13.19276,-8.92809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,246.408731,-4.06991,1991.510336,0.997478,02:15:00,0.035254,-0.913669,-0.404927,46.792332,64.927649,55.183002,-0.983898,161.32035,-0.169314,-3.281559,0.169314,-0.057243,0.983898,80.235881,-79.704264,0.057243,-0.057243,-161.32035,79.704264,0.983898,3.281559,-80.235881,-0.983898,0.057243,0.169314,-0.169314
8,2026-01-30,15:49:53,3,3,"Ahern, Garrett",821903,Right,GRA_CAN,"Penzkover, Gunnar",830833,Right,GRA_CAN,Undefined,1,Top,0,0,2,Sweeper,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,79.4743,-0.490332,-4.984872,2577.520218,105.051239,09:30:00,5.38464,3.22592,5.24708,-40.96183,5.32823,-13.85796,1.50862,-2.62521,72.33118,-7.937785,-7.422996,0.489683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28811,3.32784,-2.75671,50,5.30961,10.57882,-114.74401,-2.38711,6.94536,24.1774,-27.80331,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20260130-BrazellField-Private-1,fe514dd0-fe2d-11f0-8fae-ff45f50b8d2e,76.9731,NA,NA,7.14312,NA,NA,NA,NA,NA,NA,296dd021-e1ba-4166-a216-44c298becbac,2026-01-30,22:49:53,2026-01-30T22:49:53Z,2026-01-30T22:49:53Z,NA,v3,5310,5310,NA,"Perez, Jaime",1000122545,Right,GRA_CAN,dc735c46-438d-464d-85b6-15aaf310304e,55.24885,-115.8447,12.0887,5.38947,-1.12135,-13.90165,-3.23112,10.26263,3.47268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,48.860634,69.593772,898.714103,0.348674,07:45:00,-0.915971,0.25456,0.310154,2.874938,24.088486,58.785108,-0.361555,98.16068,-0.132347,-67.355226,0.132347,-0.92291,0.361555,69.894905,-21.195734,0.92291,-0.92291,-98.16068,21.195734,0.361555,67.355226,-69.894905,-0.361555,0.92291,0.132347,-0.132347
9,2026-01-30,15:50:15,3,4,"Ahern, Garrett",821903,Right,GRA_CAN,"Penzkover, Gunnar",830833,Right,GRA_CAN,Undefined,1,Top,0,1,2,Sinker,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,NA,89.82585,0.457584,-5.377608,2259.5758,241.281897,02:00:00,5.38909,3.49642,5.91542,-23.12852,11.89847,19.53501,3.88827,0.11885,81.29076,-3.891229,-1.89164,0.425964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.48497,6.30233,-3.07493,50,5.41283,11.37048,-129.89123,0.29363,-19.51436,28.59257,-21.46566,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20260130-BrazellField-Private-1,0b73bb10-fe2e-11f0-8fae-ff45f50b8d2e,88.48741,NA,NA,8.53509,NA,NA,NA,NA,NA,NA,296dd021-e1ba-4166-a216-44c298becbac,2026-01-30,22:50:15,2026-01-30T22:50:15Z,2026-01-30T22:50:15Z,NA,v3,5310,5310,NA,"Perez, Jaime",1000122545,Right,GRA_CAN,ddcf23d7-25f8-481d-bb9a-1ed339e75265,54.582,-130.89597,14.29629,5.38926,1.04793,-10.73283,-3.48654,12.05621,-9.75718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,243.894789,-1.145467,2259.124253,0.9998,02:15:00,-0.028467,-0.897939,-0.439198,-39.205195,31.128208,37.63435,0.113472,164.752343,-0.958567,15.146806,0.958567,-0.261293,-0.113472,6.751075,6.515505,0.261293,0.261293,-164.752343,-6.515505,0.113472,-15.146806,-6.751075,-0.113472,-0.261293,0.958567,-0.958567
10,2026-01-30,15:50:44,4,1,"Ahern, Garrett",821903,Right,GRA_CAN,"Chacon, Dom",805729,Left,GRA_CAN,Undefined,1,Top,1,0,0,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,89.96006,-1.531838,-4.909213,2092.931554,237.828043,02:00:00,5.39897,3.26933,5.80868,-23.66568,11.06918,15.85918,1.99675,0.01449,82.40916,-5.93653,-2.080462,0.424184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.36536,6.393,-2.87516,50,5.25881,10.49633,-130.23462,-4.29421,-16.14536,26.38787,-21.15292,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20260130-BrazellField-Private-1,1cea8e50-fe2e-11f0-8fae-ff45f50b8d2e,88.85872,NA,NA,7.55091,NA,NA,NA,NA,NA,NA,296dd021-e1ba-4166-a216-44c298becbac,2026-01-30,22:50:44,2026-01-30T22:50:44Z,2026-01-30T22:50:44Z,NA,v3,5310,5310,NA,"Perez, Jaime",1000122545,Right,GRA_CAN,f6a569ef-dae2-480b-9d40-8a33403d1a33,54.69002,-131.18146,13.19394,5.39927,-3.53521,-10.57646,-3.26218,11.07565,-8.07268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,244.356483,-7.912523,2073.005585,0.990479,02:15:00,0.124207,-0.888922,-0.440897,45.056473,59.033091,54.552801,-0.992021,160.274897,-0.118672,-2.438636,0.118672,-0.042549,0.992021,83.178329,-82.757485,0.042549,-0.042549,-160.274897,82.757485,0.992021,2.438636,-83.178329,-0.992021,0.042549,0.118672,-0.118672
