id,pitcher,date,rel_speed,horz_break,induced_vert_break,original_pitch_type,new_pitch_type,new_pitcher,modified_at,pitch_key,created_at,PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallZAmb4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,2025-10-18,13:55:11,2,2,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Boever, Cael",830837,Right,GRA_CAN,Undefined,7,Top,0,1,0,FourSeamFastBall,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,90.24841,-0.848378,-2.121222,2067.649902,222.34127,01:30:00,5.39688,1.60768,5.94306,-20.09348,14.13548,11.893980000000001,2.93488,0.63032,82.4667,-4.636319,0.014454,0.421084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.71339,7.81961,-1.44543,50,5.31796,4.35459,-131.06212,-2.5755,-11.67477,27.75099,-18.57553,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,bd6d4f50-ac64-11f0-aabc-cd59143e66a4,89.51293,NA,NA,7.78171,NA,NA,NA,NA,NA,NA,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,20:55:11,2025-10-18T20:55:11Z,2025-10-18T20:55:11Z,NA,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,90229ad5-6d14-4b7f-a95a-fa5266671175,54.55621,-132.02333,13.8755,5.39602,-1.9321,-9.28776,-1.60326,4.75896,-5.83739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,221.246303,20.05412,1942.28651,0.939369,01:15:00,-0.359614,-0.624333,-0.69346,-4.286748,28.435219,72.405794,-0.22404,162.768526,-0.930837,-16.780295,0.930837,-0.288703,0.22404,13.532901,-12.946407,0.288703,-0.288703,-162.768526,12.946407,0.22404,16.780295,-13.532901,-0.22404,0.288703,0.930837,-0.930837
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,2025-10-18,13:55:30,2,3,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Boever, Cael",830837,Right,GRA_CAN,Undefined,7,Top,0,1,1,Sweeper,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,78.08318,-0.836763,-2.458282,2583.720729,101.116062,09:15:00,5.33323,1.79201,5.51401,-42.13227,4.78614,-16.46926,1.03899,-1.88052,71.51937,-8.533079,-5.390121,0.492996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.53233,3.17154,-1.56659,50,5.23236,5.50448,-113.19358,-3.02971,9.68374,22.41636,-28.09662,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,c91d40d0-ac64-11f0-aabc-cd59143e66a4,76.45594,NA,NA,6.56382,NA,NA,NA,NA,NA,NA,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,20:55:30,2025-10-18T20:55:30Z,2025-10-18T20:55:30Z,NA,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,6b196ce8-c75f-41e9-acf0-7002b04030c4,54.9838,-114.17628,11.20818,5.33818,-1.798,-14.04831,-1.7986,5.07996,4.84187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,56.106378,73.789468,721.291186,0.279168,07:45:00,-0.95596,0.217682,0.196863,17.69589,-1.276954,30.849581,-0.709406,90.262199,-0.003225,-44.812767,0.003225,-0.704792,0.709406,89.739507,-45.186637,0.704792,-0.704792,-90.262199,45.186637,0.709406,44.812767,-89.739507,-0.709406,0.704792,0.003225,-0.003225
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,2025-10-18,13:55:52,2,4,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Boever, Cael",830837,Right,GRA_CAN,Undefined,7,Top,0,2,1,FourSeamFastBall,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,90.15019,-1.256954,-2.629444,2076.591187,208.871157,01:00:00,5.49631,1.61803,6.09814,-18.03131,15.92225,8.21567,2.82975,-0.13097,82.80828,-4.67079,-1.151117,0.419386,84.33426,48.311832,44.703819,5009.36405,66.38732,100.93926,87.70816,264.28288,93.90466,60.237333,5.386556,-4.96012,8.87949,-1.4199600000000001,50,5.38991,5.68135,-130.95406,-3.41358,-8.65868,26.29015,-16.67346,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,d5b23b20-ac64-11f0-aabc-cd59143e66a4,89.8753,110.52188,NA,7.34191,NA,NA,NA,0.85034,2.62022,-0.13092,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,20:55:52,2025-10-18T20:55:52Z,2025-10-18T20:55:52Z,FlyBall,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,fdf076a3-b04c-4bcc-b75e-d7e495583725,54.40194,-131.83483,13.14508,5.49492,-2.85499,-8.33673,-1.61515,5.97142,-4.32934,NA,0.87015,58.06876,-16.58133,2.31834,1.11103,-0.7444,0.18584,-0.02175,9.9e-4,2.61343,92.47151,-23.91748,2.54964,-0.43868,-0.00303,0.02746,-0.00567,3.6e-4,-0.1307,57.85184,-5.17644,0.48715,0.15724,-0.10968,0.03003,-0.00396,2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,Medium,Low,NA,NA,NA,213.202226,21.488051,1932.255605,0.930494,01:00:00,-0.390387,-0.517447,-0.761477,2.539177,21.312034,72.797651,-0.178661,162.766499,-0.939738,-16.94777,0.939738,-0.2915,0.178661,10.764472,-10.291767,0.2915,-0.2915,-162.766499,10.291767,0.178661,16.94777,-10.764472,-0.178661,0.2915,0.939738,-0.939738
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,2025-10-18,13:56:21,2,5,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Boever, Cael",830837,Right,GRA_CAN,Undefined,7,Top,0,2,2,FourSeamFastBall,Sinker,StrikeCalled,Strikeout,Undefined,Undefined,0,0,NA,91.61843,-1.888002,-2.441261,1840.04647,225.133818,01:30:00,5.17192,1.92633,6.04183,-20.28548,12.85198,11.84938,1.7312,0.65213,83.79063,-5.703691,-0.309569,0.414315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.76158,7.46311,-1.74218,50,5.01362,5.16125,-132.96846,-5.03303,-12.10424,28.54041,-18.81401,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,e714c310-ac64-11f0-aabc-cd59143e66a4,90.97524,NA,NA,7.8278,NA,NA,NA,NA,NA,NA,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,20:56:21,2025-10-18T20:56:21Z,2025-10-18T20:56:21Z,NA,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,578ae235-6c68-4d79-bc1f-26318cd3ae9c,54.45652,-133.92159,14.27021,5.17121,-4.40472,-9.407,-1.92129,5.56549,-6.05212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.13406,1.846642,1.007872,0.83877,-1.25615,1.45906,-0.64019,-3.06263,4.81296,3.46435,66.88395,3.72512,57.90898,-3.01928,93.46904,-12.18951,4.83073,10.88994,-14.60325,3.46263,66.87746,-2.33942,High,High,High,NA,NA,High,High,High,226.397204,13.770397000000001,1787.158739,0.971257,01:30:00,-0.243068,-0.710785,-0.660078,-99.072351,-37.575776,-72.17832,0.950081,166.11167,-0.302882,4.294912,0.302882,-0.07489,-0.950081,72.317948,71.82002,0.07489,0.07489,-166.11167,-71.82002,0.950081,-4.294912,-72.317948,-0.950081,-0.07489,0.302882,-0.302882
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,2025-10-18,13:56:52,3,1,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Bates, Camden",806492,Right,GRA_CAN,Undefined,7,Top,1,0,0,FourSeamFastBall,Sinker,InPlay,Undefined,FlyBall,Out,1,0,NA,90.5789,-0.802593,-2.045331,1942.985298,223.405955,01:30:00,5.40324,1.65196,6.00901,-19.37277,14.65312,12.80217,3.04476,0.82313,82.43087,-4.473612,0.256481,0.419833,89.59631,58.818318,-26.922662,NA,NA,NA,NA,NA,74.65779,NA,NA,-7.2041,8.10776,-1.49842,50,5.32963,4.16007,-131.5135,-2.43927,-12.55886,29.09322,-18.03984,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,f9ce7690-ac64-11f0-aabc-cd59143e66a4,89.77968,125.48982,NA,8.14803,NA,NA,NA,1.38834,3.4168,-0.89254,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,20:56:52,2025-10-18T20:56:52Z,2025-10-18T20:56:52Z,NA,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,56d95edb-a269-481d-8798-2c87fab332ab,54.48996,-132.50304,14.54661,5.40216,-1.82569,-9.01992,-1.64718,4.58723,-6.27943,176.630817,1.3884,60.65486,-19.01033,4.93761,0.23682,-1.61602,1.26529,-0.47062,0.06962,3.41676,112.42809,-25.49071,3.00175,-1.39198,1.27391,-0.85342,0.30679,-0.04493,-0.89256,-30.8033,8.13337,-2.05572,-0.03721,0.5748,-0.45542,0.16977,-0.02513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Undefined,NA,NA,NA,220.650608,26.190836,1743.497,0.897329,01:15:00,-0.457153,-0.590685,-0.664908,-6.892549,34.00992,70.319585,-0.343533,166.646234,-0.913749,-12.527409,0.913749,-0.216907,0.343533,20.604241,-20.092256,0.216907,-0.216907,-166.646234,20.092256,0.343533,12.527409,-20.604241,-0.343533,0.216907,0.913749,-0.913749
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,2025-10-18,13:57:32,4,1,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Bianchina, Vince",812437,Left,GRA_CAN,Undefined,7,Top,2,0,0,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,91.67297,-1.626154,-3.079716,1684.820322,244.231877,02:15:00,5.18584,1.76121,6.22941,-25.15383,7.84107,13.99804,1.58684,0.08365,83.62717,-6.334803,-0.553285,0.413423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.11044,4.87355,-1.53756,50,5.05185,6.56521,-133.00044,-4.60748,-14.47018,29.57582,-23.47893,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,11763800-ac65-11f0-aabc-cd59143e66a4,91.17157,NA,NA,8.0458,NA,NA,NA,NA,NA,NA,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,20:57:32,2025-10-18T20:57:32Z,2025-10-18T20:57:32Z,NA,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,6269a11f-4039-43cb-8061-4e8feaef5b1b,54.26885,-133.94635,14.78791,5.1872,-3.85656,-11.73947,-1.75493,7.02801,-7.23509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,232.062843,11.055409,1653.55376,0.981442,01:45:00,-0.201887,-0.779179,-0.593398,-83.601463,-38.822206,-81.498793,0.885857,153.765927,-0.416169,11.834643,0.416169,-0.205088,-0.885857,64.83623,62.357168,0.205088,0.205088,-153.765927,-62.357168,0.885857,-11.834643,-64.83623,-0.885857,-0.205088,0.416169,-0.416169
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,2025-10-18,13:58:32,4,2,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Bianchina, Vince",812437,Left,GRA_CAN,Undefined,7,Top,2,0,1,Cutter,Slider,InPlay,Undefined,LineDrive,Single,0,0,NA,83.99311,-0.23748,-1.561278,2222.799021,142.634109,10:45:00,5.33198,1.71366,5.56134,-31.45423,8.09315,-5.36516,2.48885,-0.19242,78.00474,-6.006256,-2.518049,0.452617,76.01877,16.763476,-3.480155,1591.133808,109.42364,17.7768,-11.24408,186.28994,185.39087,-7.95057,2.140383,2.36858,4.47185,-1.57515,50,5.29053,3.54294,-122.13157,-1.57853,3.62714,20.92965,-25.32607,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,3501f340-ac65-11f0-aabc-cd59143e66a4,83.27676,18.08232,NA,5.98838,NA,NA,NA,1.72512,2.51863,0.17461,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,20:58:32,2025-10-18T20:58:32Z,2025-10-18T20:58:32Z,LineDrive,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,68cd1c2c-eefd-40bd-9995-1d51bc0733e3,54.93978,-122.97518,10.46483,5.33358,-0.55771,-12.66304,-1.71501,3.39674,1.81357,115.79318,1.72512,106.55926,-12.73642,1.93679,-0.38779,0.06276,-0.00577,-9.4e-4,2.8e-4,2.51864,32.15701,-17.74996,1.35926,-0.23741,0.04631,-0.00719,0.00168,-2.5e-4,0.17458,-6.4786,-3.75188,0.80277,-0.22809,0.06351,-2e-5,-0.00725,0.00152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,252.798142,86.9999,116.336167,0.052338,02:30:00,-0.998465,-0.054135,0.01173,-17.563818,-21.829294,-73.340785,0.956352,133.200378,-0.200038,12.299152,0.200038,-0.213016,-0.956352,78.185903,73.009251,0.213016,0.213016,-133.200378,-73.009251,0.956352,-12.299152,-78.185903,-0.956352,-0.213016,0.200038,-0.200038
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,2025-10-18,13:59:10,5,1,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Perez, Jaime",1000122545,Right,GRA_CAN,Undefined,7,Top,2,0,0,FourSeamFastBall,Sinker,InPlay,Undefined,GroundBall,FieldersChoice,1,0,NA,89.14168,-1.739526,-1.86567,1963.582248,227.598778,01:30:00,5.4247,1.93731,5.91241,-21.59348,13.71898,13.73414,2.0094,1.34964,81.19207,-5.800493,0.600517,0.427696,52.58584,-6.967924,-37.230449,NA,NA,NA,NA,18.56394,18.56394,-37.71049,0.214914,-7.62386,7.89654,-1.79568,50,5.27287,3.64258,-129.3677,-4.6139,-12.84749,28.40517,-18.86706,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,4bcd5e70-ac65-11f0-aabc-cd59143e66a4,88.12902,2.02019,NA,7.94962,NA,NA,NA,1.52511,2.02019,-1.35424,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,20:59:10,2025-10-18T20:59:10Z,2025-10-18T20:59:10Z,GroundBall,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,464c10fd-43df-4faf-9c7b-4e6b273dcda9,54.58673,-130.37091,14.20259,5.42406,-3.94756,-9.43353,-1.93234,4.09633,-6.42374,NA,1.51529,61.23874,NA,NA,NA,NA,NA,NA,NA,2.0217,-9.40002,NA,NA,NA,NA,NA,NA,NA,-1.34678,-46.53405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,Estimated,Estimated,NA,NA,NA,220.572852,17.577837,1871.897803,0.953308,01:15:00,-0.306464,-0.628927,-0.714514,-12.880164,30.739225,68.796445,-0.272632,165.916231,-0.933198,-13.539881,0.933198,-0.234122,0.272632,16.285613,-15.820939,0.234122,-0.234122,-165.916231,15.820939,0.272632,13.539881,-16.285613,-0.272632,0.234122,0.933198,-0.933198
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,2025-10-18,14:07:54,5,4,"Frey, Chase",833384,Left,GRA_CAN,"Alexander, Aspen",1000342226,Right,GRA_CAN,Undefined,7,Bottom,2,1,2,Slider,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,NA,79.09218,0.058377,1.421003,1839.804848,275.635179,03:15:00,6.09474,-2.61186,5.48383,-44.67435,1.08504,4.74634,2.42651,-0.88656,72.10073,-8.119898,2.267247,0.486868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94453,1.03173,2.48401,50,6.06989,-3.03588,-114.70895,-1.39259,-2.56541,23.16642,-30.81289,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,84214560-ac66-11f0-aabc-cd59143e66a4,77.41814,NA,NA,6.99144,NA,NA,NA,NA,NA,NA,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,21:07:54,2025-10-18T21:07:54Z,2025-10-18T21:07:54Z,NA,v3,5310,5310,NA,"Huff, Kade",805217,Right,GRA_CAN,74bb3037-e833-43bb-85c9-fc32a3b42140,55.01334,-115.71701,11.58321,6.10131,-0.0518,-15.40644,2.61368,-2.92425,-1.28271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,209.328098,-72.866868,541.993591,0.294593,01:00:00,0.961551,-0.145268,-0.233061,-39.403038,5.368559,82.69207,-0.602804,179.966063,-0.797889,-0.027078,0.797889,-4.73e-4,0.602804,37.07098,-37.070975,4.73e-4,-4.73e-4,-179.966063,37.070975,0.602804,0.027078,-37.07098,-0.602804,4.73e-4,0.797889,-0.797889
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,2025-10-18,14:10:18,1,1,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Anderson, Dillon",1000314379,Left,GRA_CAN,Undefined,8,Top,0,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,NA,89.31125,-1.907384,-2.624564,1880.944959,242.238714,02:00:00,5.21271,1.7587,6.08497,-24.22241,10.71638,18.16773,1.42713,0.84295,81.49579,-6.444889,0.647909,0.425427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.08304,6.42953,-1.5652,50,5.05253,5.17978,-129.5854,-5.0946,-17.07757,28.07662,-21.28438,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,d9ececb0-ac66-11f0-aabc-cd59143e66a4,88.599,NA,NA,7.81546,NA,NA,NA,NA,NA,NA,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,21:10:18,2025-10-18T21:10:18Z,2025-10-18T21:10:18Z,NA,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,fc22287f-5c80-43de-a9c1-0368c6032972,54.41364,-130.53818,14.03831,5.21316,-4.37232,-10.64219,-1.75081,5.75931,-8.53879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,227.72848,15.561512,1811.995145,0.963343,01:30:00,-0.273814,-0.721375,-0.636117,-87.87116,-36.046389,-84.469591,0.907894,153.821878,-0.376202,10.657397,0.376202,-0.184936,-0.907894,67.492451,65.215865,0.184936,0.184936,-153.821878,-65.215865,0.907894,-10.657397,-67.492451,-0.907894,-0.184936,0.376202,-0.376202
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,2025-10-18,14:10:31,1,2,"Higginbottom, Elijah",830834,Right,GRA_CAN,"Anderson, Dillon",1000314379,Left,GRA_CAN,Undefined,8,Top,0,1,0,Cutter,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,NA,85.06263,-1.417113,-2.149725,2287.946119,163.446933,11:30:00,5.32372,1.63011,5.78411,-32.65533,6.55741,-1.54532,1.28282,-0.49964,77.3304,-7.458287,-2.426546,0.450697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11886,4.18937,-1.45189,50,5.18735,4.6925,-123.31859,-4.14492,0.18092,27.12953,-25.79622,GRA_CAN,GRA_CAN,BrazellField,TeamExclusive,Team,20251018-BrazellField-Private-1,e2167690-ac66-11f0-aabc-cd59143e66a4,83.63138,NA,NA,7.73223,NA,NA,NA,NA,NA,NA,eda8e3ec-2c6f-440b-800e-e49117f41809,2025-10-18,21:10:31,2025-10-18T21:10:31Z,2025-10-18T21:10:31Z,NA,v3,5310,5310,NA,"Aaron, Parker",10308979,Right,GRA_CAN,b9d99c0a-8272-4ad7-aa33-1b57785d888a,54.71296,-124.3511,13.56477,5.32642,-3.16316,-12.89811,-1.63035,4.68561,0.09046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,240.603331,79.014215,436.003494,0.190565,02:00:00,-0.980089,-0.190255,-0.056816,-33.587803,-38.87701,-60.853217,0.873697,145.146736,-0.399207,16.141276,0.399207,-0.278007,-0.873697,65.443538,60.891118,0.278007,0.278007,-145.146736,-60.891118,0.873697,-16.141276,-65.443538,-0.873697,-0.278007,0.399207,-0.399207
