PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,EffectiveVelo,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,MaxHeight,MeasuredDuration,ContactPositionX,ContactPositionY,ContactPositionZ,GameID,PitchUID
21,2/16/2026,0:38:14,5,4,"Frey, Chase",833384,Left,GCU,"Carey, Dylan",822406,Right,NU,Undefined,1,Top,2,3,0,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.56445856,-2.983692674,3.029688653,1964.928979,144.1159209,10:45,6.65330628,-1.926332157,6.447843027,-16.12631121,15.98509979,-9.994916034,2.565911486,0.026676784,85.43384433,-5.989228819,1.154098281,0.407850694,,,,,,,,,,,,6.113058126,9.401607111,1.716989509,50.00658306,6.434457379,-6.740870475,-133.2167215,-7.451932838,11.22539749,22.87918821,-14.91729025,GCU,NU,Sloan Park,MLB,College Baseball,92.55828675,6.130614231,-0.7235,2.272666144,-0.079518082,,,,,,837216,c8cab745-48df-3ea9-8796-e835c848de71
22,2/16/2026,0:38:33,5,5,"Frey, Chase",833384,Left,GCU,"Carey, Dylan",822406,Right,NU,Undefined,1,Top,2,3,1,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,80.14248209,0.919330332,1.855816676,2178.880536,298.3633667,4:00,6.387004475,-2.161680702,6.494483629,-45.10381858,-2.652723592,0.54948504,3.472263772,-0.411909954,73.90325834,-7.585583183,1.959858158,0.468938576,,,,,,,,,,,,0.202288225,-1.710770841,2.031681888,50.00138456,6.430010918,-3.796138358,-116.7058876,0.666462433,0.280591372,21.50703246,-34.53400278,GCU,NU,Sloan Park,MLB,College Baseball,80.5690263,6.239223742,-0.7235,3.163249051,0.33458269,,,,,,837216,945383a8-bf21-367f-af55-6174cf3e5533
23,2/16/2026,0:38:54,5,6,"Frey, Chase",833384,Left,GCU,"Carey, Dylan",822406,Right,NU,Undefined,1,Top,2,3,2,Sinker,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,92.59637929,-1.767469695,3.039895114,1786.002412,144.8178329,10:45,6.74302592,-1.900688276,6.506662097,-17.98263902,13.68071248,-12.14213201,3.622050556,-0.120337597,85.4334639,-5.148877486,0.748423131,0.404995271,74.81222172,46.04762199,134.4537021,3213.116937,-78.6528649,76.80309645,77.4616642,244.4840404,227.7982994,135.5700107,4.783948361,7.40419999,7.94577897,1.694634346,50.00500093,6.611276348,-6.778075066,-134.7390633,-4.721686044,13.74962665,26.58358417,-17.42331305,GCU,NU,Sloan Park,MLB,College Baseball,93.30992726,7.162915389,0.581030584,3.551747155,0.084824667,79,3.992176175,0.581030584,3.551747155,0.084824667,837216,40956ac4-bc25-333e-9bd2-2dbd05927c3d
24,2/16/2026,0:39:18,5,7,"Frey, Chase",833384,Left,GCU,"Carey, Dylan",822406,Right,NU,Undefined,1,Top,2,3,2,Fastball,Fastball,StrikeSwinging,Strikeout,Undefined,Strikeout,1,0,,91.59446238,-4.454885433,3.243499136,2073.460926,146.7640126,11:00,6.71536525,-1.877050553,6.641296519,-13.43105779,19.24472205,-8.209138632,1.51030662,0.410874523,84.21929601,-6.9622634,1.691822936,0.41141914,,,,,,,,,,,,5.352708958,11.76249139,1.662317094,50.00130144,6.408065232,-7.279513036,-132.8767003,-10.77665903,9.620183283,27.1274536,-11.03039523,GCU,NU,Sloan Park,MLB,College Baseball,92.07816151,7.375166366,-0.7235,1.23019641,-0.476474803,,,,,,837216,b789c579-92bc-366c-8d2a-a4ff4cd9a484
25,2/16/2026,0:42:15,1,1,"Blachowicz, Gavin",830159,Right,NU,"Bianchina, Vince",812437,Left,GCU,Undefined,1,Bottom,0,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,92.45211086,-4.548914104,-4.618207954,2455.705589,221.748543,1:30,5.655128148,2.495957298,6.895580566,-12.11707756,19.72969743,16.28767377,0.49343222,-0.362556644,85.76407975,-6.789612577,-1.560886376,0.406166631,,,,,,,,,,,,-9.959993805,11.91670627,-2.212648081,50.00242676,5.362001288,10.3165335,-133.9824325,-11.06602005,-18.41834023,24.3043505,-10.13597197,GCU,NU,Sloan Park,MLB,College Baseball,93.70990414,6.688031113,-0.7235,0.136126265,0.438414212,,,,,,837216,9fbef20d-0626-3fd4-9c39-1d24276e8f2e
26,2/16/2026,0:42:32,1,2,"Blachowicz, Gavin",830159,Right,NU,"Bianchina, Vince",812437,Left,GCU,Undefined,1,Bottom,0,1,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.37520072,-2.454510006,-3.014803405,2731.088617,214.9231898,1:15,5.689971735,2.20376127,6.596555783,-10.9426865,20.97949649,8.565434075,2.52822616,0.153205553,84.91309919,-4.511896671,-1.39660477,0.406647215,,,,,,,,,,,,-5.467733377,12.14346587,-2.002461516,50.004554,5.517465787,6.810224556,-134.3375588,-6.103664603,-10.06547563,27.18715856,-9.823650849,GCU,NU,Sloan Park,MLB,College Baseball,93.08507455,7.462101523,-0.7235,2.296760324,-0.085285228,,,,,,837216,a72ef2f8-c8c9-3e88-b9db-850d890b1d59
27,2/16/2026,0:42:50,1,3,"Blachowicz, Gavin",830159,Right,NU,"Bianchina, Vince",812437,Left,GCU,Undefined,1,Bottom,0,1,1,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,93.20459736,-1.475564976,-3.412912693,2699.593776,219.4220968,1:15,5.771456824,2.395617379,6.722712902,-10.89533034,20.75200089,7.80712801,3.514770108,-0.076523806,84.75354355,-3.538797584,-1.931239387,0.404892803,77.15017209,22.13394722,-174.447125,1136.328567,,,,212.8190531,10.19136867,-174.4594239,2.936348633,-5.273453738,11.83514437,-2.174074804,50.00140116,5.668953472,7.83824457,-135.4797291,-3.83199194,-9.765853778,30.6615875,-10.25591503,GCU,NU,Sloan Park,MLB,College Baseball,93.70046921,8.451053813,1.563312023,3.469631682,0.106437872,28,0.114006996,1.563312023,3.469631682,0.106437872,837216,0bf5965d-ccd6-36bc-a6fa-0420cf9aaa1f
28,2/16/2026,0:43:11,1,4,"Blachowicz, Gavin",830159,Right,NU,"Bianchina, Vince",812437,Left,GCU,Undefined,1,Bottom,0,1,2,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.38896609,-4.444832821,-3.943268497,2477.902912,231.1825111,1:45,5.486729647,2.467245184,7.154734584,-19.99597627,14.51058905,17.18596977,-0.215666875,0.319591447,81.96421456,-8.181328396,-0.686977388,0.422787733,,,,,,,,,,,,-10.52281024,9.260307008,-2.24454005,50.00118673,5.217135427,8.419765184,-129.5408172,-10.68307569,-17.88614873,27.00619356,-16.43092886,GCU,NU,Sloan Park,MLB,College Baseball,90.44975377,7.424751537,-0.7235,-0.687276638,-0.287391091,,,,,,837216,7adf2826-e374-32d9-a737-834ba2e729cc
29,2/16/2026,0:43:33,1,5,"Blachowicz, Gavin",830159,Right,NU,"Bianchina, Vince",812437,Left,GCU,Undefined,1,Bottom,0,2,2,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.43518063,-3.886059756,-4.55069686,2611.078036,235.9025431,1:45,5.509671776,2.659274177,7.045225889,-21.55297161,13.05818575,19.62932254,0.179147679,0.152996814,82.61101262,-7.878215543,-0.871263534,0.423427999,,,,,,,,,,,,-11.70553461,8.053122151,-2.393788839,50.0042667,5.264561074,9.626592482,-128.3160591,-9.383645631,-19.93791932,21.23945942,-18.46144019,GCU,NU,Sloan Park,MLB,College Baseball,90.14141009,5.824168006,-0.7235,-0.268664642,-0.111541991,,,,,,837216,ba1bd683-ff18-3c67-9052-5cf915d2f59c
30,2/16/2026,0:43:52,1,6,"Blachowicz, Gavin",830159,Right,NU,"Bianchina, Vince",812437,Left,GCU,Undefined,1,Bottom,0,3,2,Fastball,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,93.494793,-1.49083767,-2.476250903,2412.463323,218.5937028,1:15,5.671300495,2.134321985,6.592391316,-14.59439616,16.64132166,6.662863167,3.088983136,0.419512956,85.59490035,-4.248927112,-1.213874513,0.402251115,95.84810925,32.226311,-0.137040794,2574.312041,110.0248093,65.11908428,-2.633879582,364.6328691,359.8042824,-5.735772045,5.731420898,-4.32673504,9.539449657,-1.968669837,50.00472511,5.562779293,5.676319171,-136.0637685,-3.999274265,-8.130157194,29.29811987,-14.2536694,GCU,NU,Sloan Park,MLB,College Baseball,94.09314189,7.899892653,1.649153986,2.983751934,-0.384934714,93,5.236971021,1.649153986,2.983751934,-0.384934714,837216,d934aba9-99e7-358f-b5c1-e8c3608dd975
31,2/16/2026,0:44:29,2,1,"Blachowicz, Gavin",830159,Right,NU,"Perez, Jaime",837558,Right,GCU,Undefined,1,Bottom,1,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,94.26260972,-1.539595678,-3.86045577,2556.739113,214.6020178,1:15,5.780735237,2.405066131,6.765605278,-10.38798254,20.45715314,9.511549309,3.508970589,-0.332737897,86.04420488,-3.500887714,-2.060275325,0.399728261,,,,,,,,,,,,-6.281590528,11.66702942,-2.15779618,50.0042756,5.675422402,8.945233931,-136.9845289,-4.014901103,-11.94863553,30.03810838,-9.985881908,GCU,NU,Sloan Park,MLB,College Baseball,94.9869655,8.218404842,-0.7235,3.35070165,0.422082472,,,,,,837216,9d086bdc-3343-3626-a24a-4086baeeb612
32,2/16/2026,0:44:47,2,2,"Blachowicz, Gavin",830159,Right,NU,"Perez, Jaime",837558,Right,GCU,Undefined,1,Bottom,1,0,1,Fastball,Fastball,HitByPitch,Undefined,Undefined,Undefined,0,0,,92.70662877,-1.737259486,-1.844134859,2542.35943,217.5286321,1:15,5.648536729,2.449449016,6.625656193,-12.69974534,18.87758161,9.768391056,2.999144698,1.574406333,85.34802509,-4.131375724,0.002468784,0.404444742,49.73111405,-38.50568834,163.7558634,2796.925669,,,,1.852158591,1.703736433,-163.5350969,0.466307617,-5.818040404,10.78349612,-2.32939561,50.00245577,5.525050065,4.043155137,-135.0077188,-4.491531809,-10.82708563,27.16066436,-12.1057676,GCU,NU,Sloan Park,MLB,College Baseball,93.63866501,7.358603685,1.77980197,2.989470508,-1.560950011,3,0.062122941,1.77980197,2.989470508,-1.560950011,837216,33607598-8385-3781-9b13-ccf45b594948
33,2/16/2026,0:45:39,3,1,"Blachowicz, Gavin",830159,Right,NU,"Chacon, Dom",805729,Left,GCU,Undefined,1,Bottom,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.09669006,-0.784335064,-4.367222026,2371.223314,27.45839333,7:00,5.670134381,2.631693507,6.876557445,-45.50813355,-6.201781337,-5.977285152,1.163429888,-1.853351215,76.84130113,-9.354768384,-5.501361041,0.451235108,,,,,,,,,,,,1.890941216,-3.141738567,-2.352698124,50.00607497,5.599649508,9.486358062,-122.0532961,-2.932280393,2.81319838,27.21995879,-36.85599693,GCU,NU,Sloan Park,MLB,College Baseball,84.31120375,7.255388925,-0.7235,0.62123474,2.161172605,,,,,,837216,5b8b7cde-222a-349b-b5de-69bf4da313a3
34,2/16/2026,0:45:56,3,2,"Blachowicz, Gavin",830159,Right,NU,"Chacon, Dom",805729,Left,GCU,Undefined,1,Bottom,1,1,0,Cutter,Cutter,FoulBall,Undefined,Undefined,Undefined,0,0,,87.39110175,-0.911062701,-3.454494469,2393.601217,235.5641327,1:45,5.59467983,2.590430098,6.639567803,-30.66626328,5.174734944,-0.132119535,2.205216568,-0.5864894,80.3108479,-6.686525575,-3.479551672,0.430885183,84.550237,-12.84945885,85.32057449,2216.487284,,,,11.11068118,10.52149488,70.81931949,0.502618164,-0.880746957,3.097979829,-2.357461133,50.00215532,5.518834223,7.675421006,-127.0853246,-2.916506947,-1.44342145,25.88194111,-27.10006957,GCU,NU,Sloan Park,MLB,College Baseball,87.91441079,7.080253854,2.835678586,2.383150748,0.540278183,2,0.078467965,2.835678586,2.383150748,0.540278183,837216,fabc0c32-b60a-37ff-a4ab-455120c16254
35,2/16/2026,0:46:18,3,3,"Blachowicz, Gavin",830159,Right,NU,"Chacon, Dom",805729,Left,GCU,Undefined,1,Bottom,1,1,1,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,93.85047837,-1.093908938,-2.772404871,2695.62264,218.0023351,1:15,5.631246695,2.509396433,6.789294842,-11.69008973,19.26958055,10.08648515,3.658621148,0.81757007,85.94028459,-3.304013401,-0.862840934,0.400469711,,,,,,,,,,,,-6.270155434,10.86268576,-2.334595578,50.00365533,5.554921875,6.297794762,-136.5839233,-2.977230932,-11.89017875,29.06391102,-11.57805662,GCU,NU,Sloan Park,MLB,College Baseball,94.85422276,7.910193782,-0.7235,3.514535174,-0.782828888,,,,,,837216,f8ed1411-4ada-30a6-ba75-e5726bc0359a
36,2/16/2026,0:46:55,3,4,"Blachowicz, Gavin",830159,Right,NU,"Chacon, Dom",805729,Left,GCU,Undefined,1,Bottom,1,1,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,94.1315558,-1.766930844,-2.095906714,2583.568207,221.2240797,1:15,5.605453828,2.527937188,6.709003525,-10.49382894,20.36557484,11.07078841,3.115309504,1.533701341,85.96346895,-3.752980401,0.004881824,0.399820702,,,,,,,,,,,,-6.654407536,11.66934155,-2.394512474,50.00376999,5.483645341,4.666289868,-136.9917597,-4.557487486,-12.64934562,30.2441973,-9.993568763,GCU,NU,Sloan Park,MLB,College Baseball,94.86627558,8.168086847,-0.7235,2.946744297,-1.536493084,,,,,,837216,426a761d-7640-3c36-b04c-219846684692
37,2/16/2026,0:47:14,3,5,"Blachowicz, Gavin",830159,Right,NU,"Chacon, Dom",805729,Left,GCU,Undefined,1,Bottom,1,2,2,Cutter,Cutter,InPlay,Undefined,LineDrive,Out,2,0,,87.99185331,-0.323205322,-2.671327944,2508.54597,190.3094093,12:15,5.613170663,2.820648569,6.660551565,-27.70274087,7.302914855,-3.764052429,3.00896291,0.061125503,81.44310548,-5.530115658,-3.380427785,0.42583428,92.79448173,8.59882872,16.46962925,110.4332667,105.9340924,9.765288121,33.26003102,185.8546935,144.3426617,17.98664044,2.09709082,1.392613956,4.080035511,-2.639855493,50.00265468,5.578413261,6.089932661,-128.139717,-1.542639693,2.338750237,24.01251337,-25.32263901,GCU,NU,Sloan Park,MLB,College Baseball,88.99556232,6.548747824,1.027000081,2.977534507,-0.049666488,10,1.239974976,1.027000081,2.977534507,-0.049666488,837216,4e3fa84f-7dc7-3138-a1e2-1652c1b46ce1
38,2/16/2026,0:49:40,1,1,"Frey, Chase",833384,Left,GCU,"Buettenback, Max",822404,Left,NU,Undefined,2,Top,0,0,0,ChangeUp,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,89.96388385,-0.632480963,3.038981225,1699.860896,139.8511782,10:45,6.432340093,-2.243130189,6.467098213,-23.48811224,10.12532361,-11.51431885,3.894162629,-0.409278554,82.77846798,-5.062917835,0.862580301,0.41728038,,,,,,,,,,,,7.094672838,5.71648104,2.03466474,50.00365459,6.376689982,-6.604461894,-130.9360784,-2.154878803,12.39981028,25.95952351,-22.18584163,GCU,NU,Sloan Park,MLB,College Baseball,90.49838065,7.185415871,-0.7235,3.645013405,0.371115839,,,,,,837216,e25b105a-4b46-3ca9-80ae-8524c57db70b
39,2/16/2026,0:49:57,1,2,"Frey, Chase",833384,Left,GCU,"Buettenback, Max",822404,Left,NU,Undefined,2,Top,0,1,0,ChangeUp,ChangeUp,FoulBall,Undefined,Undefined,Undefined,0,0,,90.2022526,-2.068458089,4.605239325,1689.591959,127.4993916,10:15,6.156637959,-2.386792907,6.642567747,-25.69286118,7.915275923,-13.20576296,2.121680248,0.736786405,83.09684928,-6.887007114,2.114430076,0.417247489,81.65168837,32.46070288,-110.4082709,2200.54999,-39.34707426,49.0249691,-102.9218715,270.6007732,225.7792157,-111.0157365,3.998946289,8.433870364,4.91714294,2.082568723,50.00332595,6.004913375,-10.15116405,-130.9633997,-5.517277991,14.7418046,26.05160961,-23.58123737,GCU,NU,Sloan Park,MLB,College Baseball,90.79680456,7.105403317,0.010529438,1.997800253,-0.81925849,52,2.838955045,0.010529438,1.997800253,-0.81925849,837216,217ee2f7-650a-3d41-8293-ea68cfed5d5f
40,2/16/2026,0:50:19,1,3,"Frey, Chase",833384,Left,GCU,"Buettenback, Max",822404,Left,NU,Undefined,2,Top,0,1,1,Slider,Slider,InPlay,Undefined,GroundBall,Out,1,0,,79.92083367,-0.414478432,1.615964295,2185.566734,296.6329802,4:00,6.017945082,-2.484400792,6.067303331,-45.44081166,-2.531209816,1.800929507,1.847790833,-0.83865737,73.53958826,-8.978977173,1.958166056,0.471464236,62.98928284,-1.190305534,32.97168378,7864.781218,,,,26.24180308,24.78541323,33.18194544,0.751709961,-0.520793257,-1.272902487,2.3585406,50.00120342,5.964636475,-3.330603241,-116.3641978,-2.048579761,-0.710268307,22.68125336,-33.90641045,GCU,NU,Sloan Park,MLB,College Baseball,79.52087851,6.381245417,1.022562972,1.829784047,0.758180737,2,0.26116097,1.022562972,1.829784047,0.758180737,837216,c5875c05-2492-3b97-bea0-d381f051d6f4
41,2/16/2026,0:50:57,2,1,"Frey, Chase",833384,Left,GCU,"Kitchens, Cole",837716,Right,NU,Undefined,2,Top,1,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.78594594,-3.151358676,1.892403708,1926.762022,140.8551157,10:45,6.56221714,-1.992995829,6.476077938,-18.3480002,14.56854087,-8.568578854,2.136774717,-0.96883254,83.04427676,-6.630141475,0.255302933,0.412932065,,,,,,,,,,,,5.31724459,9.033274942,1.86414719,50.0036943,6.33223433,-4.147156993,-133.3432714,-7.898715141,9.443868598,32.35393906,-16.13397629,GCU,NU,Sloan Park,MLB,College Baseball,91.46187872,8.741669184,-0.7235,1.750214072,0.957700235,,,,,,837216,2a2d1242-a795-34f5-8c18-c9d7bb74aa66
42,2/16/2026,0:51:13,2,2,"Frey, Chase",833384,Left,GCU,"Kitchens, Cole",837716,Right,NU,Undefined,2,Top,1,0,1,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,80.31493018,-1.43883744,2.731853243,2165.723488,311.4251466,4:30,6.173290334,-2.023213829,6.482542335,-48.80323219,-6.374269404,3.315869307,0.785147596,0.763036147,74.52854029,-10.56451743,3.359731864,0.468816317,,,,,,,,,,,,-1.057313727,-3.088261918,1.830004422,50.001021,6.049326042,-5.664056462,-116.8454204,-4.242594389,-1.460816938,22.08388848,-36.43871686,GCU,NU,Sloan Park,MLB,College Baseball,80.57093058,5.786389893,-0.7235,0.352432123,-0.89676614,,,,,,837216,e8c41274-db8f-3825-b061-9e2cf659beea
43,2/16/2026,0:51:33,2,3,"Frey, Chase",833384,Left,GCU,"Kitchens, Cole",837716,Right,NU,Undefined,2,Top,1,0,2,Sinker,Sinker,InPlay,Undefined,FlyBall,Out,1,0,,91.41162286,-2.661982145,3.292282117,2144.078912,134.2239027,10:30,6.427310159,-2.121563048,6.479261741,-15.40648675,17.81418759,-9.501281828,2.697660219,0.112721561,82.54925468,-5.583593867,1.479886601,0.414835327,85.25341678,28.7270228,12.09020984,2071.713016,106.8238953,50.3864653,29.18969919,282.1195998,274.3842827,21.65943378,4.497083008,6.271249642,10.67534881,1.894938558,50.00431651,6.23312095,-7.348716675,-132.7134827,-6.642135147,11.03885425,31.93327752,-13.38688247,GCU,NU,Sloan Park,MLB,College Baseball,91.0492504,8.862368182,1.745177186,2.727762042,-0.122655673,58,3.92782104,1.745177186,2.727762042,-0.122655673,837216,d36e5df7-f66e-3ea1-804e-316f312185e2
44,2/16/2026,0:52:06,3,1,"Frey, Chase",833384,Left,GCU,"Nunez, Devin",830147,Left,NU,Undefined,2,Top,2,0,0,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.79625066,-2.256002023,3.779852242,1915.988572,140.4829083,10:45,6.316497294,-2.170498753,6.596283558,-18.18265781,14.63158301,-7.130601067,2.73360962,0.702915981,83.32655794,-5.693857709,2.424422127,0.412289896,,,,,,,,,,,,5.063363666,8.754490794,1.916038747,50.0017881,6.153986474,-8.589367402,-133.2822685,-5.811564032,9.033374481,30.89336898,-16.55443716,GCU,NU,Sloan Park,MLB,College Baseball,91.80829184,8.469692719,-0.7235,2.516277826,-0.792604548,,,,,,837216,b574dadf-ba59-3226-9ccd-b2db3e7851cf
45,2/16/2026,0:52:24,3,2,"Frey, Chase",833384,Left,GCU,"Nunez, Devin",830147,Left,NU,Undefined,2,Top,2,0,1,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,80.29182521,-0.054189947,1.410868522,2035.885764,299.4081216,4:00,6.075945861,-2.281271275,6.516453786,-46.03596892,-3.441685864,2.326780898,2.189926641,-0.792700371,73.66847009,-8.749296154,1.853665207,0.469728778,87.60881408,-21.11037866,74.63049832,3143.617104,,,,9.003414091,8.760158579,51.28142368,0.499321289,-0.858933857,-1.870247783,2.182189398,50.00476666,6.050667141,-2.941116584,-116.9007635,-1.336046949,-1.181156246,23.40003266,-34.75148569,GCU,NU,Sloan Park,MLB,College Baseball,80.46435871,6.623355117,3.921821702,2.532162783,0.804486037,3,0.052063942,3.921821702,2.532162783,0.804486037,837216,0ae4987e-393e-3d15-af07-c7249a6839a6
46,2/16/2026,0:52:49,3,3,"Frey, Chase",833384,Left,GCU,"Nunez, Devin",830147,Left,NU,Undefined,2,Top,2,0,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Strikeout,1,0,,81.93367508,-1.053858242,1.866061121,2146.34248,301.9048094,4:00,6.213879917,-2.030728634,6.517779059,-47.91376478,-7.270910211,1.808376993,1.254134391,-0.167421505,76.01726598,-10.03149075,2.208622254,0.458842474,,,,,,,,,,,,-0.481207142,-3.691674118,1.900305566,50.00522156,6.118143222,-3.936410052,-119.3037441,-3.505869156,-0.694309732,22.62076564,-37.50853808,GCU,NU,Sloan Park,MLB,College Baseball,82.37695908,5.916409099,-0.7235,0.834845393,0.077748512,,,,,,837216,bb3659b8-e6a1-3aa6-a38c-950282df74db
47,2/16/2026,0:55:05,1,1,"Blachowicz, Gavin",830159,Right,NU,"Peery, Cannon",821900,Right,GCU,Undefined,2,Bottom,0,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,93.50086789,-5.447318913,-4.485385666,2666.616216,217.1647314,1:15,5.647013185,2.352442735,6.902809193,-14.06025397,17.51991657,15.1583507,-0.500550592,-0.477907906,85.82464793,-8.053361218,-1.621569656,0.404462952,,,,,,,,,,,,-9.508078947,11.16610747,-2.077499683,50.0025437,5.296726505,10.13757279,-135.2297278,-13.36599385,-17.67586528,28.46322604,-11.41364204,GCU,NU,Sloan Park,MLB,College Baseball,94.11109157,7.676219953,-0.7235,-0.954608619,0.562211015,,,,,,837216,41470441-8817-3834-ae24-a96dba407e35
48,2/16/2026,0:55:21,1,2,"Blachowicz, Gavin",830159,Right,NU,"Peery, Cannon",821900,Right,GCU,Undefined,2,Bottom,0,1,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,84.58264828,-0.861070789,-3.834555797,2542.281951,176.8918371,12:00,5.578721275,2.591734588,6.893793374,-33.35864241,4.581973869,-6.483764332,2.014715817,-1.446585377,78.67892199,-7.094079589,-5.051474671,0.44332651,,,,,,,,,,,,2.602717923,2.728030488,-2.347022394,50.00047076,5.508801009,8.430376619,-123.0299478,-2.800410562,4.032231092,21.86930221,-27.94091093,GCU,NU,Sloan Park,MLB,College Baseball,85.85063879,5.903726289,-0.7235,1.624646153,1.716965297,,,,,,837216,78c46d10-535a-3b69-8205-d417bb92327e
49,2/16/2026,0:55:38,1,3,"Blachowicz, Gavin",830159,Right,NU,"Peery, Cannon",821900,Right,GCU,Undefined,2,Bottom,0,1,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,92.94960406,-0.351387413,-2.25017002,2460.141067,214.9289437,1:15,5.674376354,2.394725367,6.800610345,-14.03480086,17.32512339,10.05544938,4.184235365,1.178261371,85.60233727,-3.000494277,-0.351111502,0.403050082,,,,,,,,,,,,-6.066304821,9.573540288,-2.25428704,50.0052839,5.645124254,5.00623174,-135.3993203,-1.269239914,-11.37356229,26.90178446,-14.23096594,GCU,NU,Sloan Park,MLB,College Baseball,94.26673824,7.347266796,-0.7235,4.001956445,-1.161685598,,,,,,837216,8db9ac10-2b06-31d8-b0ed-ba861ba55586
50,2/16/2026,0:55:57,1,4,"Blachowicz, Gavin",830159,Right,NU,"Peery, Cannon",821900,Right,GCU,Undefined,2,Bottom,0,2,1,Fastball,Fastball,HitByPitch,Undefined,Undefined,Undefined,0,0,,92.83214535,-0.826879689,-2.064812576,2486.491269,214.5597136,1:15,5.721782817,2.278091876,6.740065818,-11.30824904,20.28477803,9.459072096,4.024005049,1.179128854,85.05750636,-2.966259841,-0.273424313,0.404545273,28.94227086,-72.31311764,42.88808602,2772.882348,,,,1.092873792,1.076552344,-18.50556095,0.509604492,-5.732788716,11.34011794,-2.147133108,50.00472016,5.66225693,4.580272731,-135.1867783,-2.303272248,-10.6553459,28.34979328,-11.10066092,GCU,NU,Sloan Park,MLB,College Baseball,93.81317219,7.774638993,0.147230591,3.965659425,-1.172569374,4,0.091887951,0.147230591,3.965659425,-1.172569374,837216,968f5ab8-3581-32f1-b5d4-3a087390dea4
51,2/16/2026,0:57:18,2,1,"Blachowicz, Gavin",830159,Right,NU,"Johns, Tanner",834625,Left,GCU,Undefined,2,Bottom,0,0,0,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.68764784,-1.760985908,-2.423561343,2475.662847,218.6497482,1:15,5.637343494,2.471146899,6.67193277,-14.58345821,17.67169951,10.88959541,2.810699225,1.160263612,84.57192625,-4.505623048,-0.367616631,0.408762547,,,,,,,,,,,,-6.562864801,10.11911695,-2.314425031,50.003733,5.512784078,5.314370894,-133.4876264,-4.556343695,-11.96394151,26.02613051,-13.72839872,GCU,NU,Sloan Park,MLB,College Baseball,92.73085203,7.115721592,-0.7235,2.600663531,-1.146112247,,,,,,837216,43006061-b82f-328c-99c0-f6af2ec77385
